-8.419965649250782747e+01,9.482027663395466988e+00
-8.420180251675550664e+01,9.481737402845803686e+00
-8.420108103253352283e+01,9.481698920098175165e+00
-8.420210848397684344e+01,9.481689470593847702e+00
-8.420147941323800467e+01,9.481677682079386216e+00
-8.420234080081947070e+01,9.481642559560871319e+00
-8.420187977878781282e+01,9.481613925692871092e+00
-8.420206064402411528e+01,9.481569171558289710e+00
-8.420234597068049709e+01,9.481562303202727193e+00
-8.420108054885223225e+01,9.481528456179328046e+00
-8.420115322722088536e+01,9.481501247111149056e+00
-8.420093189046453119e+01,9.481502350607540208e+00
-8.420187443805775729e+01,9.481458491004913114e+00
-8.420193187456776229e+01,9.481452889361593250e+00
-8.420071008532121937e+01,9.481419803344971697e+00
-8.420122857635132618e+01,9.481403477330816898e+00
-8.420131221115224207e+01,9.481367566405374703e+00
-8.420139288603419914e+01,9.481350718380110010e+00
-8.420207503435082685e+01,9.481317672604223645e+00
-8.420113054226875704e+01,9.481314585066360934e+00
-8.420187609038511312e+01,9.481293316862432263e+00
-8.420221994903980089e+01,9.481288638719421513e+00
-8.420198652593532529e+01,9.481277973007836479e+00
-8.420181624852934021e+01,9.481274220836066746e+00
-8.420216394967509643e+01,9.481254977381130544e+00
-8.420075615104089195e+01,9.481248350449606122e+00
-8.420112262912294909e+01,9.481198145928704690e+00
-8.420216411357029074e+01,9.481143061190449473e+00
-8.420089876327804745e+01,9.481129684111731848e+00
-8.420240852258231712e+01,9.481119127160072324e+00
-8.420213245467829211e+01,9.481056058832468381e+00
-8.420174240637476260e+01,9.481050502615522291e+00
-8.420074779115772401e+01,9.481007443735899543e+00
-8.420235323303631958e+01,9.480970001692652360e+00
-8.420055609114523065e+01,9.480944726651541643e+00
-8.420151231324931018e+01,9.480905280238301813e+00
-8.420188810052738404e+01,9.480879063299827436e+00
-8.420161125235655675e+01,9.480855622900662638e+00
-8.420207484545105103e+01,9.480846939740514401e+00
-8.420047479254397160e+01,9.480836555342873950e+00
-8.420218646505276183e+01,9.480833631793995409e+00
-8.420114064449789737e+01,9.480819654173028965e+00
-8.420047470651371668e+01,9.480753990882961446e+00
-8.420152758267720117e+01,9.480742991292441246e+00
-8.420217021967083326e+01,9.480672521320760993e+00
-8.420227652440276245e+01,9.480669655096367165e+00
-8.420159698165601014e+01,9.480668939686756502e+00
-8.420207915587975833e+01,9.480662365835172523e+00
-8.420189522285588168e+01,9.480626969742617760e+00
-8.420043414938835724e+01,9.480614869264364586e+00
-8.420210814240645902e+01,9.480586763886869051e+00
-8.420131957609110884e+01,9.480567353316796897e+00
-8.420205634427547636e+01,9.480567216236506667e+00
-8.420241644147820637e+01,9.480553764090002389e+00
-8.420216121737561821e+01,9.480488540581649914e+00
-8.420049771734588262e+01,9.480480728669657964e+00
-8.420209325125961186e+01,9.480475783678308233e+00
-8.420197432076938071e+01,9.480422161336454323e+00
-8.420132568513058402e+01,9.480403538445116851e+00
-8.420216674978347271e+01,9.480399214540900843e+00
-8.420192701210915232e+01,9.480338950125698716e+00
-8.420206959293649618e+01,9.480260722431891551e+00
-8.420160031274791379e+01,9.480242321675920181e+00
-8.420054625670503867e+01,9.480202858419405132e+00
-8.420232106964540719e+01,9.480161264686250533e+00
-8.420196261225251533e+01,9.480143563703311571e+00
-8.420197275153383032e+01,9.480059665220670340e+00
-8.420112400223345617e+01,9.480036981583603861e+00
-8.420239436963488799e+01,9.479951078579867740e+00
-8.420123150721634886e+01,9.479884774242254508e+00
-8.420225739313173108e+01,9.479868426081118571e+00
-8.419965911312208107e+01,9.479836192318970234e+00
-8.420112152506789016e+01,9.481776648282123077e+00
-8.420075130610860015e+01,9.481652606279528328e+00
-8.420227657356288375e+01,9.481641501707297692e+00
-8.420049026843290108e+01,9.481569611340004755e+00
-8.420182202354145318e+01,9.481505873098489801e+00
-8.420204120294876304e+01,9.481490369789570494e+00
-8.420147682654021537e+01,9.481252831207909182e+00
-8.420121095352928364e+01,9.481222587998447082e+00
-8.420036904638543263e+01,9.481222158480177242e+00
-8.420187694924189259e+01,9.481033874660287353e+00
-8.420196221976419793e+01,9.480807056346323591e+00
-8.420062914804705656e+01,9.480778961429889407e+00
-8.420085791568166655e+01,9.480710281298140529e+00
-8.420132482892455528e+01,9.480655653590201126e+00
-8.420067267936160249e+01,9.480374262010242248e+00
-8.420105164645984530e+01,9.480288335399201571e+00
-8.420141388936764315e+01,9.480266014268933006e+00
-8.420074841511350883e+01,9.480252659133110882e+00
-8.420051293836382911e+01,9.480115350228214055e+00
-8.420089937341374764e+01,9.480046208297135735e+00
-8.420175657124049451e+01,9.479983384671115232e+00
-8.420138999971868543e+01,9.479858834609775187e+00
-8.420237575416946640e+01,9.479806299173384687e+00
-8.420242612071155008e+01,9.482023554023406575e+00
-8.420136501652949335e+01,9.481691521417596746e+00
-8.420180306676093096e+01,9.481663000280081022e+00
-8.420159654779881464e+01,9.481643064587016667e+00
-8.420156563910953196e+01,9.481606268439199070e+00
-8.420230112905882436e+01,9.481469245715782534e+00
-8.420060279865754183e+01,9.481433031464728600e+00
-8.420052406141550705e+01,9.481415914098947795e+00
-8.420145226842515740e+01,9.481395784384540448e+00
-8.419972331817130851e+01,9.481390739829608449e+00
-8.420240532274033285e+01,9.481267972824413803e+00
-8.420185467999564821e+01,9.481151812697182990e+00
-8.420127972038849862e+01,9.481093111088453540e+00
-8.420204383783652702e+01,9.481037658076484576e+00
-8.420133361048711151e+01,9.480989392598081267e+00
-8.420156645157101138e+01,9.480982453854442937e+00
-8.420204156345654667e+01,9.480809174710692844e+00
-8.420241120252005373e+01,9.480786090182519388e+00
-8.420216254385938726e+01,9.480763071081844018e+00
-8.420174615737239776e+01,9.480719708928383227e+00
-8.420195975676712408e+01,9.480697036627367069e+00
-8.420088646648414965e+01,9.480635738107695332e+00
-8.420241759359599598e+01,9.480631453149520382e+00
-8.420216651320022549e+01,9.480546880374413732e+00
-8.420164285004410942e+01,9.480397691347354439e+00
-8.420221671616192793e+01,9.480324447030261226e+00
-8.420195050057762387e+01,9.480265464541789200e+00
-8.420176177664505701e+01,9.480174027574024720e+00
-8.420146007567180391e+01,9.480167514079084867e+00
-8.420166474015977087e+01,9.480132327642307288e+00
-8.420063852725780862e+01,9.480077474028240303e+00
-8.420178127683868752e+01,9.480036655171227622e+00
-8.420223313867791148e+01,9.480024490032981532e+00
-8.420088864366839232e+01,9.479867024593081837e+00
-8.420242762222642341e+01,9.479724460277697773e+00
-8.419979334680775196e+01,9.481764352179469668e+00
-8.420195630899927153e+01,9.481722616369500756e+00
-8.420239456698338643e+01,9.481722684819461122e+00
-8.420098714579255272e+01,9.481677617363054367e+00
-8.420242793767074829e+01,9.481603746161731294e+00
-8.420166676154209995e+01,9.481449058487905646e+00
-8.420175543293720466e+01,9.481396077148893653e+00
-8.420241449126864097e+01,9.481377046121718166e+00
-8.420232956255611612e+01,9.481270257592985473e+00
-8.420087642484031676e+01,9.481234673911313138e+00
-8.420070128565400580e+01,9.481141034360334174e+00
-8.420175103129618321e+01,9.481104424244742646e+00
-8.420165951533570592e+01,9.481068518883146723e+00
-8.420089298566651337e+01,9.481029108297715169e+00
-8.420043432964223484e+01,9.481031805733344697e+00
-8.419977347381633592e+01,9.481001047960893047e+00
-8.420017945064113007e+01,9.481001047960893047e+00
-8.420176669999122510e+01,9.480849014367759509e+00
-8.420186316618116962e+01,9.480798256852514427e+00
-8.420063693501511182e+01,9.480701617592977470e+00
-8.420183766250880808e+01,9.480695537102652892e+00
-8.420145983908855669e+01,9.480595546817339070e+00
-8.420182914551249098e+01,9.480511804953387411e+00
-8.420069486628966615e+01,9.480447021578799038e+00
-8.420088210283788044e+01,9.480435900165851137e+00
-8.420021478040366958e+01,9.480366484988051567e+00
-8.420240953675275364e+01,9.480349774899826443e+00
-8.420225064091845013e+01,9.480294929566927209e+00
-8.420133938442624810e+01,9.480260849605546269e+00
-8.420127341150234201e+01,9.480198963726255812e+00
-8.420220740095432177e+01,9.480077483166928332e+00
-8.420240854938644759e+01,9.480066451880775347e+00
-8.420020216263132795e+01,9.479957770943435946e+00
-8.420239561213973900e+01,9.479891396010796001e+00
-8.420175333748569813e+01,9.479892912379987990e+00
-8.420058132668989970e+01,9.479860347976256207e+00
-8.420119797524917260e+01,9.481676027427443643e+00
-8.420216296445178727e+01,9.481676690426086296e+00
-8.420190808545065408e+01,9.481671343197858093e+00
-8.420221989001697693e+01,9.481587186440053827e+00
-8.420197529935329328e+01,9.481549788826063363e+00
-8.420076381122225939e+01,9.481550116237080772e+00
-8.420188167514788802e+01,9.481541358933203156e+00
-8.420123745085119538e+01,9.481511809148043923e+00
-8.420174982253482199e+01,9.481495324263168101e+00
-8.420222881161714668e+01,9.481488976671204938e+00
-8.420170620109333015e+01,9.481473974986032616e+00
-8.420075482105947628e+01,9.481464516445530677e+00
-8.420135366053436599e+01,9.481441563720578003e+00
-8.420076815984739937e+01,9.481360742744014303e+00
-8.420236358703185431e+01,9.481216702684356790e+00
-8.420187792897479540e+01,9.481201001507121973e+00
-8.420207491042629044e+01,9.481102749791631368e+00
-8.420140502457374510e+01,9.481075406640844250e+00
-8.420195704240728674e+01,9.481053637446089866e+00
-8.420171250997950096e+01,9.480987806004190332e+00
-8.420105528176314635e+01,9.480943823790850544e+00
-8.420072958551480724e+01,9.480883131489290960e+00
-8.420197120115861367e+01,9.480876718464665842e+00
